Time,THERMAL ZONE 1:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:HELSINKI ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:HELSINKI ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
16:30:00,3.764507E+04,1.237016E+04,1.942952E+00,1.212253E+00,2.947571E+04,2.741649E+04,1.521283E+00,2.688034E+00,4.936162E+04,2.071809E+04,2.547529E+00,2.030335E+00,1.149873E+05,1.051567E+04,5.920885E+00,1.030459E+00,1.243266E+04,2.041194E+03,6.415157E-01,1.999973E-01,2.315767E+04,9.071819E+03,1.194952E+00,8.888661E-01,4.124427E+04,1.751645E+04,2.128131E+00,1.716464E+00,1.080308E+05,7.112216E+03,5.562717E+00,6.969299E-01,1.004781E+04,8.665728E+02,5.184843E-01,8.490707E-02,1.543603E+04,1.094389E+03,7.965562E-01,1.072271E-01,2.576272E+04,2.431623E+04,1.329650E+00,2.382679E+00,4.090657E+04,1.914729E+04,2.111286E+00,1.876397E+00,1.110341E+05,9.884756E+03,5.717424E+00,9.686304E-01,1.112366E+04,1.786073E+03,5.740008E-01,1.749996E-01,1.432330E+04,7.405447E+03,7.391361E-01,7.255912E-01
16:40:00,3.764506E+04,1.233699E+04,1.942951E+00,1.209002E+00,2.947569E+04,2.722804E+04,1.521282E+00,2.669550E+00,4.936158E+04,2.073947E+04,2.547526E+00,2.032429E+00,1.149873E+05,1.037593E+04,5.920885E+00,1.016765E+00,1.243265E+04,2.085136E+03,6.415153E-01,2.043026E-01,2.315764E+04,9.072223E+03,1.194951E+00,8.889056E-01,4.124423E+04,1.760069E+04,2.128129E+00,1.724719E+00,1.080308E+05,6.942883E+03,5.562717E+00,6.803354E-01,1.004781E+04,8.874645E+02,5.184842E-01,8.695403E-02,1.543603E+04,1.074321E+03,7.965561E-01,1.052608E-01,2.576271E+04,2.437044E+04,1.329649E+00,2.387990E+00,4.090654E+04,1.913485E+04,2.111285E+00,1.875177E+00,1.110341E+05,9.733273E+03,5.717423E+00,9.537849E-01,1.112365E+04,1.823509E+03,5.740005E-01,1.786675E-01,1.432329E+04,7.381769E+03,7.391356E-01,7.232711E-01
16:50:00,3.764505E+04,1.230020E+04,1.942951E+00,1.205396E+00,2.947566E+04,2.702728E+04,1.521281E+00,2.649859E+00,4.936153E+04,2.075506E+04,2.547524E+00,2.033956E+00,1.149873E+05,1.022626E+04,5.920884E+00,1.002097E+00,1.243264E+04,2.127948E+03,6.415149E-01,2.084974E-01,2.315761E+04,9.070838E+03,1.194949E+00,8.887698E-01,4.124419E+04,1.768423E+04,2.128127E+00,1.732905E+00,1.080308E+05,6.765053E+03,5.562716E+00,6.629084E-01,1.004781E+04,9.077170E+02,5.184841E-01,8.893835E-02,1.543603E+04,1.052955E+03,7.965561E-01,1.031674E-01,2.576270E+04,2.442382E+04,1.329649E+00,2.393220E+00,4.090651E+04,1.911813E+04,2.111283E+00,1.873538E+00,1.110340E+05,9.572660E+03,5.717423E+00,9.380446E-01,1.112365E+04,1.860123E+03,5.740003E-01,1.822549E-01,1.432328E+04,7.357056E+03,7.391350E-01,7.208497E-01
17:00:00,3.764504E+04,1.225949E+04,1.942950E+00,1.201406E+00,2.947563E+04,2.681394E+04,1.521279E+00,2.628934E+00,4.936149E+04,2.076447E+04,2.547522E+00,2.034877E+00,1.149873E+05,1.006657E+04,5.920883E+00,9.864469E-01,1.243264E+04,2.169304E+03,6.415145E-01,2.125495E-01,2.315759E+04,9.067563E+03,1.194948E+00,8.884489E-01,4.124416E+04,1.776676E+04,2.128125E+00,1.740992E+00,1.080308E+05,6.578596E+03,5.562716E+00,6.446358E-01,1.004781E+04,9.269159E+02,5.184840E-01,9.081944E-02,1.543602E+04,1.030305E+03,7.965560E-01,1.009481E-01,2.576269E+04,2.447603E+04,1.329648E+00,2.398336E+00,4.090648E+04,1.909678E+04,2.111282E+00,1.871445E+00,1.110340E+05,9.402788E+03,5.717422E+00,9.213970E-01,1.112364E+04,1.895625E+03,5.740000E-01,1.857334E-01,1.432327E+04,7.331310E+03,7.391345E-01,7.183270E-01
17:10:00,3.764503E+04,1.221398E+04,1.942950E+00,1.196944E+00,2.947561E+04,2.658762E+04,1.521278E+00,2.606737E+00,4.936144E+04,2.076703E+04,2.547519E+00,2.035128E+00,1.149873E+05,9.896544E+03,5.920883E+00,9.697839E-01,1.243263E+04,2.208866E+03,6.415141E-01,2.164258E-01,2.315756E+04,9.062292E+03,1.194947E+00,8.879324E-01,4.124412E+04,1.784796E+04,2.128124E+00,1.748949E+00,1.080308E+05,6.383136E+03,5.562716E+00,6.254812E-01,1.004781E+04,9.448245E+02,5.184839E-01,9.257412E-02,1.543602E+04,1.006375E+03,7.965559E-01,9.860348E-02,2.576268E+04,2.452677E+04,1.329648E+00,2.403307E+00,4.090645E+04,1.907022E+04,2.111280E+00,1.868842E+00,1.110340E+05,9.223281E+03,5.717422E+00,9.038051E-01,1.112364E+04,1.929716E+03,5.739997E-01,1.890737E-01,1.432326E+04,7.304525E+03,7.391340E-01,7.157026E-01
17:20:00,3.764503E+04,1.216143E+04,1.942950E+00,1.191794E+00,2.947558E+04,2.634797E+04,1.521277E+00,2.583232E+00,4.936140E+04,2.076046E+04,2.547517E+00,2.034483E+00,1.149872E+05,9.714305E+03,5.920882E+00,9.519243E-01,1.243262E+04,2.246274E+03,6.415137E-01,2.200910E-01,2.315754E+04,9.054924E+03,1.194945E+00,8.872104E-01,4.124409E+04,1.792749E+04,2.128122E+00,1.756742E+00,1.080308E+05,6.176727E+03,5.562716E+00,6.052536E-01,1.004780E+04,9.611550E+02,5.184838E-01,9.417417E-02,1.543602E+04,9.811725E+02,7.965558E-01,9.613411E-02,2.576267E+04,2.457573E+04,1.329647E+00,2.408104E+00,4.090642E+04,1.903613E+04,2.111279E+00,1.865501E+00,1.110340E+05,9.032197E+03,5.717421E+00,8.850788E-01,1.112363E+04,1.962067E+03,5.739994E-01,1.922434E-01,1.432325E+04,7.276699E+03,7.391334E-01,7.129761E-01
17:30:00,3.764502E+04,1.210084E+04,1.942949E+00,1.185855E+00,2.947556E+04,2.609459E+04,1.521275E+00,2.558380E+00,4.936136E+04,2.074314E+04,2.547515E+00,2.032786E+00,1.149872E+05,9.518826E+03,5.920881E+00,9.327672E-01,1.243261E+04,2.281187E+03,6.415133E-01,2.235118E-01,2.315751E+04,9.045354E+03,1.194944E+00,8.862726E-01,4.124406E+04,1.800500E+04,2.128120E+00,1.764337E+00,1.080308E+05,5.958598E+03,5.562716E+00,5.838777E-01,1.004780E+04,9.756639E+02,5.184837E-01,9.559573E-02,1.543602E+04,9.546883E+02,7.965557E-01,9.353919E-02,2.576266E+04,2.462265E+04,1.329647E+00,2.412701E+00,4.090639E+04,1.899303E+04,2.111277E+00,1.861277E+00,1.110340E+05,8.828512E+03,5.717421E+00,8.651177E-01,1.112363E+04,1.992368E+03,5.739992E-01,1.952123E-01,1.432324E+04,7.247822E+03,7.391329E-01,7.101466E-01
17:40:00,3.764501E+04,1.203107E+04,1.942949E+00,1.179017E+00,2.947553E+04,2.582704E+04,1.521274E+00,2.532139E+00,4.936132E+04,2.071411E+04,2.547513E+00,2.029940E+00,1.149872E+05,9.309606E+03,5.920881E+00,9.122635E-01,1.243261E+04,2.313363E+03,6.415130E-01,2.266644E-01,2.315749E+04,9.033464E+03,1.194943E+00,8.851077E-01,4.124402E+04,1.808013E+04,2.128118E+00,1.771699E+00,1.080308E+05,5.728799E+03,5.562716E+00,5.613582E-01,1.004780E+04,9.882743E+02,5.184836E-01,9.683128E-02,1.543602E+04,9.268958E+02,7.965556E-01,9.081609E-02,2.576265E+04,2.466728E+04,1.329646E+00,2.417075E+00,4.090637E+04,1.894015E+04,2.111276E+00,1.856094E+00,1.110340E+05,8.611847E+03,5.717421E+00,8.438846E-01,1.112362E+04,2.020412E+03,5.739989E-01,1.979600E-01,1.432323E+04,7.217871E+03,7.391324E-01,7.072120E-01
17:50:00,3.764500E+04,1.195240E+04,1.942948E+00,1.171306E+00,2.947551E+04,2.554488E+04,1.521273E+00,2.504465E+00,4.936128E+04,2.067328E+04,2.547511E+00,2.025938E+00,1.149872E+05,9.086637E+03,5.920880E+00,8.904125E-01,1.243260E+04,2.343015E+03,6.415126E-01,2.295697E-01,2.315747E+04,9.019134E+03,1.194942E+00,8.837035E-01,4.124399E+04,1.815252E+04,2.128117E+00,1.778792E+00,1.080308E+05,5.487147E+03,5.562716E+00,5.376773E-01,1.004780E+04,9.992851E+02,5.184835E-01,9.791009E-02,1.543602E+04,8.977533E+02,7.965555E-01,8.796071E-02,2.576264E+04,2.470940E+04,1.329646E+00,2.421202E+00,4.090634E+04,1.887764E+04,2.111275E+00,1.849967E+00,1.110340E+05,8.382338E+03,5.717420E+00,8.213928E-01,1.112362E+04,2.046473E+03,5.739987E-01,2.005134E-01,1.432322E+04,7.186818E+03,7.391319E-01,7.041694E-01
18:00:00,3.764499E+04,1.186518E+04,1.942948E+00,1.162758E+00,2.947549E+04,2.524765E+04,1.521272E+00,2.475314E+00,4.936124E+04,2.062081E+04,2.547509E+00,2.020796E+00,1.149872E+05,8.850022E+03,5.920880E+00,8.672243E-01,1.243259E+04,2.370403E+03,6.415123E-01,2.322531E-01,2.315745E+04,9.002238E+03,1.194941E+00,8.820480E-01,4.124396E+04,1.822179E+04,2.128115E+00,1.785580E+00,1.080308E+05,5.233589E+03,5.562715E+00,5.128297E-01,1.004780E+04,1.009000E+03,5.184835E-01,9.886193E-02,1.543601E+04,8.672138E+02,7.965555E-01,8.496846E-02,2.576263E+04,2.474879E+04,1.329645E+00,2.425061E+00,4.090631E+04,1.880583E+04,2.111273E+00,1.842929E+00,1.110340E+05,8.140186E+03,5.717420E+00,7.976622E-01,1.112361E+04,2.070848E+03,5.739984E-01,2.029016E-01,1.432321E+04,7.154631E+03,7.391314E-01,7.010156E-01
18:10:00,3.839058E+04,1.176319E+04,1.981429E+00,1.152762E+00,3.022158E+04,2.491551E+04,1.559779E+00,2.442740E+00,5.141445E+04,2.055028E+04,2.653474E+00,2.013883E+00,1.161841E+05,8.586095E+03,5.982512E+00,8.413597E-01,1.283157E+04,2.395129E+03,6.620991E-01,2.346757E-01,2.473469E+04,8.980555E+03,1.276327E+00,8.799234E-01,4.292386E+04,1.828608E+04,2.214795E+00,1.791880E+00,1.085900E+05,4.954499E+03,5.591509E+00,4.854803E-01,1.023419E+04,1.017113E+03,5.281019E-01,9.965685E-02,1.543601E+04,8.336148E+02,7.965554E-01,8.167645E-02,2.650822E+04,2.478422E+04,1.368126E+00,2.428532E+00,4.165240E+04,1.871887E+04,2.149781E+00,1.834407E+00,1.115936E+05,7.872063E+03,5.746234E+00,7.713866E-01,1.131014E+04,2.093205E+03,5.836234E-01,2.050922E-01,1.432320E+04,7.119659E+03,7.391310E-01,6.975890E-01
18:20:00,3.913633E+04,1.164612E+04,2.019918E+00,1.141287E+00,3.096785E+04,2.454803E+04,1.598293E+00,2.406699E+00,5.346839E+04,2.046200E+04,2.759468E+00,2.005230E+00,1.173822E+05,8.294959E+03,6.044142E+00,8.128288E-01,1.323079E+04,2.417299E+03,6.826943E-01,2.368479E-01,2.631633E+04,8.953968E+03,1.357916E+00,8.773184E-01,4.460522E+04,1.834503E+04,2.301528E+00,1.797656E+00,1.091498E+05,4.649516E+03,5.620305E+00,4.555938E-01,1.042072E+04,1.023812E+03,5.377253E-01,1.003132E-01,1.543601E+04,7.969193E+02,7.965553E-01,7.808104E-02,2.725402E+04,2.481548E+04,1.406616E+00,2.431595E+00,4.239865E+04,1.861700E+04,2.188295E+00,1.824423E+00,1.121537E+05,7.578095E+03,5.775049E+00,7.425784E-01,1.149678E+04,2.113637E+03,5.932527E-01,2.070941E-01,1.432319E+04,7.081873E+03,7.391305E-01,6.938867E-01
18:30:00,3.988279E+04,1.151358E+04,2.058437E+00,1.128298E+00,3.171490E+04,2.414475E+04,1.636839E+00,2.367148E+00,5.552436E+04,2.035582E+04,2.865536E+00,1.994824E+00,1.185805E+05,7.976987E+03,6.105742E+00,7.816681E-01,1.363041E+04,2.436968E+03,7.033000E-01,2.387751E-01,2.789673E+04,8.922366E+03,1.439436E+00,8.742218E-01,4.628782E+04,1.839828E+04,2.388295E+00,1.802873E+00,1.097097E+05,4.318164E+03,5.649088E+00,4.231235E-01,1.060742E+04,1.029193E+03,5.473541E-01,1.008404E-01,1.543601E+04,7.570911E+02,7.965552E-01,7.417871E-02,2.800053E+04,2.484239E+04,1.445135E+00,2.434231E+00,4.314563E+04,1.849957E+04,2.226840E+00,1.812914E+00,1.127140E+05,7.258561E+03,5.803851E+00,7.112649E-01,1.168360E+04,2.132182E+03,6.028877E-01,2.089112E-01,1.432318E+04,7.041244E+03,7.391300E-01,6.899058E-01
18:40:00,4.062997E+04,1.136558E+04,2.096984E+00,1.113792E+00,3.246275E+04,2.370532E+04,1.675414E+00,2.324051E+00,5.758225E+04,2.023051E+04,2.971665E+00,1.982543E+00,1.197791E+05,7.631360E+03,6.167330E+00,7.477974E-01,1.403037E+04,2.454035E+03,7.239130E-01,2.404473E-01,2.947792E+04,8.885643E+03,1.520992E+00,8.706236E-01,4.797184E+04,1.844547E+04,2.475102E+00,1.807498E+00,1.102697E+05,3.959690E+03,5.677867E+00,3.879958E-01,1.079429E+04,1.033120E+03,5.569883E-01,1.012251E-01,1.543601E+04,7.141001E+02,7.965552E-01,6.996647E-02,2.874781E+04,2.486477E+04,1.483684E+00,2.436424E+00,4.389335E+04,1.836564E+04,2.265412E+00,1.799787E+00,1.132744E+05,6.912364E+03,5.832649E+00,6.773386E-01,1.187060E+04,2.148712E+03,6.125277E-01,2.105307E-01,1.432318E+04,6.997746E+03,7.391296E-01,6.856437E-01
18:50:00,4.137763E+04,1.120118E+04,2.135547E+00,1.097680E+00,3.321110E+04,2.322944E+04,1.714006E+00,2.277380E+00,5.964121E+04,2.008457E+04,3.077821E+00,1.968240E+00,1.209778E+05,7.256881E+03,6.228914E+00,7.110995E-01,1.443049E+04,2.468006E+03,7.445276E-01,2.418162E-01,3.105950E+04,8.843700E+03,1.602565E+00,8.665139E-01,4.965657E+04,1.848632E+04,2.561923E+00,1.811501E+00,1.108298E+05,3.573718E+03,5.706644E+00,3.501738E-01,1.098125E+04,1.035118E+03,5.666246E-01,1.014208E-01,1.543601E+04,6.679178E+02,7.965551E-01,6.544157E-02,2.949559E+04,2.488250E+04,1.522251E+00,2.438161E+00,4.464154E+04,1.821369E+04,2.304001E+00,1.784896E+00,1.138348E+05,6.538384E+03,5.861444E+00,6.406900E-01,1.205769E+04,2.162694E+03,6.221695E-01,2.119007E-01,1.432317E+04,6.951354E+03,7.391292E-01,6.810981E-01
19:00:00,4.212560E+04,1.101925E+04,2.174122E+00,1.079850E+00,3.395974E+04,2.271687E+04,1.752607E+00,2.227112E+00,6.170073E+04,1.991608E+04,3.183992E+00,1.951727E+00,1.221766E+05,6.852329E+03,6.290498E+00,6.714547E-01,1.483067E+04,2.478142E+03,7.651429E-01,2.428093E-01,3.264134E+04,8.796443E+03,1.684149E+00,8.618835E-01,5.134159E+04,1.852058E+04,2.648750E+00,1.814857E+00,1.113899E+05,3.159612E+03,5.735422E+00,3.095953E-01,1.116825E+04,1.034485E+03,5.762618E-01,1.013588E-01,1.543601E+04,6.185127E+02,7.965552E-01,6.060090E-02,3.024369E+04,2.489547E+04,1.560829E+00,2.439432E+00,4.539003E+04,1.804172E+04,2.342600E+00,1.768042E+00,1.143953E+05,6.135333E+03,5.890240E+00,6.011926E-01,1.224481E+04,2.173330E+03,6.318119E-01,2.129427E-01,1.432316E+04,6.902041E+03,7.391289E-01,6.762664E-01
19:10:00,4.212817E+04,1.083559E+04,2.174223E+00,1.061850E+00,3.396242E+04,2.222567E+04,1.752705E+00,2.178938E+00,6.170732E+04,1.974162E+04,3.184207E+00,1.934629E+00,1.221786E+05,6.456714E+03,6.290451E+00,6.326855E-01,1.483190E+04,2.484944E+03,7.651723E-01,2.434758E-01,3.264609E+04,8.750083E+03,1.684352E+00,8.573410E-01,5.134681E+04,1.855245E+04,2.648899E+00,1.817980E+00,1.113908E+05,2.756235E+03,5.735406E+00,2.700684E-01,1.116887E+04,1.031822E+03,5.762812E-01,1.010978E-01,1.543601E+04,5.707035E+02,7.965554E-01,5.591660E-02,3.024636E+04,2.490670E+04,1.560932E+00,2.440533E+00,4.539259E+04,1.786504E+04,2.342697E+00,1.750726E+00,1.143962E+05,5.741665E+03,5.890222E+00,5.626147E-01,1.224543E+04,2.180800E+03,6.318296E-01,2.136746E-01,1.432316E+04,6.854637E+03,7.391288E-01,6.716216E-01
19:20:00,4.213071E+04,1.065066E+04,2.174322E+00,1.043726E+00,3.396501E+04,2.175577E+04,1.752799E+00,2.132853E+00,6.171343E+04,1.956068E+04,3.184405E+00,1.916895E+00,1.221794E+05,6.070272E+03,6.290410E+00,5.948157E-01,1.483292E+04,2.488116E+03,7.651952E-01,2.437865E-01,3.264655E+04,8.704531E+03,1.684359E+00,8.528777E-01,5.135066E+04,1.858179E+04,2.649000E+00,1.820855E+00,1.113912E+05,2.364397E+03,5.735389E+00,2.316727E-01,1.116937E+04,1.027034E+03,5.762961E-01,1.006287E-01,1.543602E+04,5.244339E+02,7.965558E-01,5.138315E-02,3.024893E+04,2.491619E+04,1.561029E+00,2.441462E+00,4.539512E+04,1.768362E+04,2.342793E+00,1.732946E+00,1.143966E+05,5.357691E+03,5.890203E+00,5.249871E-01,1.224594E+04,2.184917E+03,6.318437E-01,2.140780E-01,1.432316E+04,6.809108E+03,7.391289E-01,6.671606E-01
19:30:00,4.213264E+04,1.046426E+04,2.174395E+00,1.025457E+00,3.396688E+04,2.130729E+04,1.752863E+00,2.088872E+00,6.171771E+04,1.937277E+04,3.184539E+00,1.898479E+00,1.221801E+05,5.692354E+03,6.290399E+00,5.577814E-01,1.483357E+04,2.487175E+03,7.652091E-01,2.436943E-01,3.264837E+04,8.659703E+03,1.684441E+00,8.484854E-01,5.135337E+04,1.860850E+04,2.649072E+00,1.823472E+00,1.113914E+05,1.984404E+03,5.735385E+00,1.944382E-01,1.116972E+04,1.019641E+03,5.763062E-01,9.990436E-02,1.543603E+04,4.796513E+02,7.965564E-01,4.699540E-02,3.025084E+04,2.492393E+04,1.561100E+00,2.442220E+00,4.539700E+04,1.749784E+04,2.342862E+00,1.714737E+00,1.143969E+05,4.983136E+03,5.890199E+00,4.882829E-01,1.224628E+04,2.185301E+03,6.318526E-01,2.141156E-01,1.432317E+04,6.765423E+03,7.391292E-01,6.628803E-01
19:40:00,4.213393E+04,1.027581E+04,2.174444E+00,1.006989E+00,3.396800E+04,2.088035E+04,1.752901E+00,2.047002E+00,6.172026E+04,1.917799E+04,3.184623E+00,1.879389E+00,1.221805E+05,5.323311E+03,6.290402E+00,5.216172E-01,1.483391E+04,2.481617E+03,7.652170E-01,2.431497E-01,3.264948E+04,8.615521E+03,1.684490E+00,8.441563E-01,5.135472E+04,1.863247E+04,2.649107E+00,1.825821E+00,1.113916E+05,1.616114E+03,5.735386E+00,1.583508E-01,1.116990E+04,1.009097E+03,5.763115E-01,9.887122E-02,1.543605E+04,4.363038E+02,7.965572E-01,4.274827E-02,3.025205E+04,2.492995E+04,1.561144E+00,2.442810E+00,4.539824E+04,1.730717E+04,2.342907E+00,1.696052E+00,1.143970E+05,4.618588E+03,5.890199E+00,4.525596E-01,1.224645E+04,2.181439E+03,6.318571E-01,2.137372E-01,1.432318E+04,6.723550E+03,7.391298E-01,6.587775E-01
19:50:00,4.213480E+04,1.008445E+04,2.174479E+00,9.882342E-01,3.396865E+04,2.047501E+04,1.752924E+00,2.007252E+00,6.172189E+04,1.897477E+04,3.184686E+00,1.859472E+00,1.221808E+05,4.962921E+03,6.290412E+00,4.863012E-01,1.483410E+04,2.470828E+03,7.652242E-01,2.420926E-01,3.265026E+04,8.571914E+03,1.684525E+00,8.398837E-01,5.135542E+04,1.865363E+04,2.649131E+00,1.827894E+00,1.113917E+05,1.259116E+03,5.735389E+00,1.233705E-01,1.117000E+04,9.946699E+02,5.763148E-01,9.745759E-02,1.543607E+04,3.943488E+02,7.965582E-01,3.863757E-02,3.025278E+04,2.493425E+04,1.561171E+00,2.443231E+00,4.539905E+04,1.711017E+04,2.342939E+00,1.676744E+00,1.143971E+05,4.263632E+03,5.890202E+00,4.177765E-01,1.224654E+04,2.172657E+03,6.318603E-01,2.128767E-01,1.432319E+04,6.683461E+03,7.391306E-01,6.548495E-01
20:00:00,4.213541E+04,9.890028E+03,2.174505E+00,9.691806E-01,3.396904E+04,2.009137E+04,1.752939E+00,1.969630E+00,6.172310E+04,1.876219E+04,3.184742E+00,1.838640E+00,1.221810E+05,4.610899E+03,6.290422E+00,4.518054E-01,1.483425E+04,2.454068E+03,7.652316E-01,2.404503E-01,3.265085E+04,8.528817E+03,1.684551E+00,8.356609E-01,5.135588E+04,1.867187E+04,2.649151E+00,1.829681E+00,1.113918E+05,9.133055E+02,5.735392E+00,8.948687E-02,1.117006E+04,9.759209E+02,5.763176E-01,9.562053E-02,1.543609E+04,3.537381E+02,7.965594E-01,3.465859E-02,3.025323E+04,2.493685E+04,1.561188E+00,2.443486E+00,4.539962E+04,1.690609E+04,2.342963E+00,1.656744E+00,1.143972E+05,3.918247E+03,5.890206E+00,3.839317E-01,1.224660E+04,2.158210E+03,6.318631E-01,2.114612E-01,1.432321E+04,6.645126E+03,7.391316E-01,6.510934E-01
