Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
19:30:00,2.770648E+04,1.065389E+04,1.429539E+00,1.044966E+00,1.696528E+04,1.392270E+04,8.752279E-01,1.365141E+00,5.298728E+04,1.158646E+04,2.730304E+00,1.138563E+00,6.074707E+04,7.942118E+04,3.134372E+00,7.824144E+00,1.746268E+04,9.104108E+03,9.009001E-01,8.927806E-01
19:40:00,2.770803E+04,1.051102E+04,1.429595E+00,1.030955E+00,1.696595E+04,1.385543E+04,8.752524E-01,1.358548E+00,5.298761E+04,1.128257E+04,2.730319E+00,1.108655E+00,6.075046E+04,7.786741E+04,3.134495E+00,7.670815E+00,1.746337E+04,9.028057E+03,9.009256E-01,8.853261E-01
19:50:00,2.770931E+04,1.037648E+04,1.429646E+00,1.017761E+00,1.696647E+04,1.379275E+04,8.752739E-01,1.352406E+00,5.298789E+04,1.099328E+04,2.730332E+00,1.080187E+00,6.075324E+04,7.640266E+04,3.134604E+00,7.526271E+00,1.746393E+04,8.957147E+03,9.009486E-01,8.783752E-01
20:00:00,2.771036E+04,1.024969E+04,1.429691E+00,1.005326E+00,1.696690E+04,1.373385E+04,8.752921E-01,1.346633E+00,5.298814E+04,1.071865E+04,2.730345E+00,1.053162E+00,6.075550E+04,7.502264E+04,3.134700E+00,7.390091E+00,1.746438E+04,8.890824E+03,9.009689E-01,8.718740E-01
20:10:00,2.771123E+04,1.012785E+04,1.429730E+00,9.933776E-01,1.696724E+04,1.367777E+04,8.753075E-01,1.341139E+00,5.298835E+04,1.045026E+04,2.730356E+00,1.026754E+00,6.075735E+04,7.368863E+04,3.134781E+00,7.258459E+00,1.746476E+04,8.827859E+03,9.009864E-01,8.657020E-01
20:20:00,2.771195E+04,1.001011E+04,1.429764E+00,9.818301E-01,1.696751E+04,1.362430E+04,8.753205E-01,1.335900E+00,5.298855E+04,1.018818E+04,2.730366E+00,1.000967E+00,6.075886E+04,7.239770E+04,3.134850E+00,7.131073E+00,1.746508E+04,8.767567E+03,9.010014E-01,8.597924E-01
20:30:00,2.771255E+04,9.896063E+03,1.429793E+00,9.706445E-01,1.696774E+04,1.357248E+04,8.753314E-01,1.330823E+00,5.298872E+04,9.932420E+03,2.730375E+00,9.758027E-01,6.076011E+04,7.114828E+04,3.134909E+00,7.007782E+00,1.746534E+04,8.709555E+03,9.010144E-01,8.541057E-01
20:40:00,2.771305E+04,9.785092E+03,1.429817E+00,9.597604E-01,1.696792E+04,1.352153E+04,8.753405E-01,1.325830E+00,5.298888E+04,9.683019E+03,2.730383E+00,9.512653E-01,6.076115E+04,6.993894E+04,3.134959E+00,6.888448E+00,1.746557E+04,8.653505E+03,9.010255E-01,8.486109E-01
20:50:00,2.771347E+04,9.676860E+03,1.429838E+00,9.491444E-01,1.696808E+04,1.347102E+04,8.753482E-01,1.320876E+00,5.298902E+04,9.439998E+03,2.730390E+00,9.273566E-01,6.076201E+04,6.876885E+04,3.135001E+00,6.772989E+00,1.746576E+04,8.599210E+03,9.010351E-01,8.432879E-01
21:00:00,2.771382E+04,9.570882E+03,1.429856E+00,9.387490E-01,1.696821E+04,1.342067E+04,8.753548E-01,1.315938E+00,5.298915E+04,9.203433E+03,2.730397E+00,9.040839E-01,6.076274E+04,6.763726E+04,3.135037E+00,6.661333E+00,1.746592E+04,8.546227E+03,9.010434E-01,8.380930E-01
21:10:00,2.771413E+04,9.464150E+03,1.429871E+00,9.282788E-01,1.696832E+04,1.336913E+04,8.753604E-01,1.310881E+00,5.298926E+04,8.964749E+03,2.730403E+00,8.806049E-01,6.076335E+04,6.650568E+04,3.135068E+00,6.549687E+00,1.746606E+04,8.492937E+03,9.010506E-01,8.328672E-01
21:20:00,2.771439E+04,9.356551E+03,1.429885E+00,9.177230E-01,1.696841E+04,1.331577E+04,8.753652E-01,1.305643E+00,5.298937E+04,8.724040E+03,2.730408E+00,8.569270E-01,6.076387E+04,6.537348E+04,3.135094E+00,6.437977E+00,1.746618E+04,8.439533E+03,9.010569E-01,8.276293E-01
21:30:00,2.771461E+04,9.248341E+03,1.429896E+00,9.071071E-01,1.696849E+04,1.326098E+04,8.753694E-01,1.300265E+00,5.298946E+04,8.481345E+03,2.730413E+00,8.330543E-01,6.076432E+04,6.424036E+04,3.135117E+00,6.326177E+00,1.746629E+04,8.386054E+03,9.010623E-01,8.223844E-01
21:40:00,2.771480E+04,9.139629E+03,1.429906E+00,8.964420E-01,1.696856E+04,1.320505E+04,8.753730E-01,1.294774E+00,5.298955E+04,8.236769E+03,2.730418E+00,8.089973E-01,6.076471E+04,6.310608E+04,3.135136E+00,6.214266E+00,1.746638E+04,8.332400E+03,9.010671E-01,8.171225E-01
21:50:00,2.771497E+04,9.030193E+03,1.429915E+00,8.857061E-01,1.696862E+04,1.314795E+04,8.753761E-01,1.289171E+00,5.298962E+04,7.990390E+03,2.730421E+00,7.847643E-01,6.076504E+04,6.197063E+04,3.135153E+00,6.102243E+00,1.746646E+04,8.278357E+03,9.010713E-01,8.118224E-01
22:00:00,2.771512E+04,8.919996E+03,1.429922E+00,8.748953E-01,1.696868E+04,1.308966E+04,8.753788E-01,1.283451E+00,5.298969E+04,7.742300E+03,2.730425E+00,7.603644E-01,6.076533E+04,6.083403E+04,3.135168E+00,5.990112E+00,1.746654E+04,8.224009E+03,9.010750E-01,8.064924E-01
22:10:00,2.771524E+04,7.387548E+03,1.429929E+00,7.245882E-01,1.696872E+04,1.161019E+04,8.753813E-01,1.123290E+00,5.298976E+04,6.348627E+03,2.730428E+00,6.234783E-01,6.076558E+04,5.022145E+04,3.135181E+00,4.945038E+00,1.746660E+04,6.830755E+03,9.010783E-01,6.698621E-01
22:20:00,2.771536E+04,5.873330E+03,1.429934E+00,5.760695E-01,1.696877E+04,1.069530E+04,8.753834E-01,1.008419E+00,5.298982E+04,4.995908E+03,2.730431E+00,4.906204E-01,6.076581E+04,3.979807E+04,3.135193E+00,3.918632E+00,1.746666E+04,5.751743E+03,9.010812E-01,5.583514E-01
22:30:00,2.771546E+04,4.377275E+03,1.429940E+00,4.293325E-01,1.696880E+04,9.853824E+03,8.753853E-01,8.978194E-01,5.298987E+04,3.684398E+03,2.730434E+00,3.618156E-01,6.076600E+04,2.998870E+04,3.135203E+00,2.943830E+00,1.746671E+04,4.753231E+03,9.010838E-01,4.525537E-01
22:40:00,2.771555E+04,2.899544E+03,1.429944E+00,2.843929E-01,1.696883E+04,9.043861E+03,8.753870E-01,7.899000E-01,5.298992E+04,2.414414E+03,2.730437E+00,2.370948E-01,6.076618E+04,2.043114E+04,3.135212E+00,1.992381E+00,1.746675E+04,3.787266E+03,9.010861E-01,3.494620E-01
22:50:00,2.771562E+04,1.440373E+03,1.429948E+00,1.412743E-01,1.696886E+04,8.266867E+03,8.753885E-01,6.847514E-01,5.298996E+04,1.186187E+03,2.730439E+00,1.164804E-01,6.076633E+04,1.106018E+04,3.135220E+00,1.059405E+00,1.746679E+04,2.852621E+03,9.010881E-01,2.489812E-01
23:00:00,2.771569E+04,0.000000E+00,1.429952E+00,0.000000E+00,1.696889E+04,7.513212E+03,8.753898E-01,5.816285E-01,5.299000E+04,0.000000E+00,2.730441E+00,0.000000E+00,6.076647E+04,1.861681E+03,3.135227E+00,1.438155E-01,1.746683E+04,1.940378E+03,9.010900E-01,1.504244E-01
23:10:00,2.771576E+04,0.000000E+00,1.429955E+00,0.000000E+00,1.696891E+04,8.198170E+03,8.753910E-01,6.344896E-01,5.299004E+04,0.000000E+00,2.730443E+00,0.000000E+00,6.076659E+04,2.304736E+03,3.135233E+00,1.780052E-01,1.746686E+04,2.384699E+03,9.010916E-01,1.847199E-01
23:20:00,2.771581E+04,0.000000E+00,1.429958E+00,0.000000E+00,1.696894E+04,8.331240E+03,8.753921E-01,6.432396E-01,5.299007E+04,0.000000E+00,2.730445E+00,0.000000E+00,6.076671E+04,2.717685E+03,3.135239E+00,2.098715E-01,1.746689E+04,2.527693E+03,9.010931E-01,1.950822E-01
23:30:00,2.771586E+04,0.000000E+00,1.429960E+00,0.000000E+00,1.696895E+04,8.401078E+03,8.753931E-01,6.487089E-01,5.299011E+04,0.000000E+00,2.730446E+00,0.000000E+00,6.076681E+04,2.672147E+03,3.135244E+00,2.062041E-01,1.746691E+04,2.600320E+03,9.010945E-01,2.007016E-01
23:40:00,2.771591E+04,0.000000E+00,1.429963E+00,0.000000E+00,1.696897E+04,8.446994E+03,8.753940E-01,6.522920E-01,5.299013E+04,0.000000E+00,2.730448E+00,0.000000E+00,6.076690E+04,2.526584E+03,3.135249E+00,1.949701E-01,1.746694E+04,2.647840E+03,9.010957E-01,2.043786E-01
23:50:00,2.771595E+04,0.000000E+00,1.429965E+00,0.000000E+00,1.696899E+04,8.466090E+03,8.753949E-01,6.537899E-01,5.299016E+04,0.000000E+00,2.730449E+00,0.000000E+00,6.076698E+04,2.343670E+03,3.135253E+00,1.808537E-01,1.746696E+04,2.669917E+03,9.010968E-01,2.060900E-01
24:00:00,2.771599E+04,0.000000E+00,1.429967E+00,0.000000E+00,1.696900E+04,8.466428E+03,8.753956E-01,6.538301E-01,5.299019E+04,0.000000E+00,2.730451E+00,0.000000E+00,6.076706E+04,2.135148E+03,3.135257E+00,1.647608E-01,1.746698E+04,2.673747E+03,9.010978E-01,2.063911E-01
Peak,2.771637E+04,1.370659E+04,1.429987E+00,1.344470E+00,1.696916E+04,1.571691E+04,8.754037E-01,1.541049E+00,5.299049E+04,1.672265E+04,2.730466E+00,1.644344E+00,6.076788E+04,1.088013E+05,3.135300E+00,1.072552E+01,1.746718E+04,1.084719E+04,9.011082E-01,1.063718E+00

Peak Vol Flow (m3/s),,,1.620739E+00,1.523815E+00,,,9.921778E-01,1.746617E+00,,,3.094696E+00,1.863690E+00,,,3.553531E+00,1.215624E+01,,,1.021311E+00,1.205613E+00
