Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 16:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 16:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 16:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 16:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
06:40:00,5.513479E+04,1.063514E+03,2.844829E+00,1.042207E-01,4.865801E+03,2.876154E+03,2.511013E-01,2.579386E-01,1.013775E+04,8.775722E+03,5.230780E-01,7.998403E-01,1.014583E+04,3.140890E+03,5.234946E-01,2.845442E-01,2.754200E+04,1.890839E+04,1.421265E+00,1.709694E+00,5.058677E+03,1.225314E+04,2.610538E-01,1.118371E+00,6.464722E+03,2.504079E+03,3.335789E-01,2.252991E-01,4.568888E+04,2.476208E+04,2.357683E+00,2.317336E+00,3.435084E+03,1.712117E+03,1.772908E-01,1.607652E-01,5.454084E+04,4.673914E+04,2.814171E+00,4.230727E+00,4.724484E+03,2.326833E+03,2.438087E-01,2.075888E-01,4.688479E+03,2.593922E+03,2.419506E-01,2.320526E-01,8.103012E+03,6.961864E+03,4.181362E-01,6.337547E-01,8.105837E+03,8.577067E+02,4.182819E-01,8.126981E-02,2.017646E+04,1.228852E+04,1.041310E+00,1.108274E+00,3.469315E+03,1.046402E+04,1.790575E-01,9.567105E-01
06:50:00,5.302556E+04,1.624824E+03,2.736051E+00,1.592236E-01,4.811911E+03,3.219699E+03,2.483210E-01,2.936619E-01,9.800828E+03,9.491194E+03,5.057047E-01,8.884059E-01,9.808902E+03,3.573450E+03,5.061213E-01,3.285644E-01,2.635615E+04,2.075824E+04,1.360096E+00,1.920857E+00,4.802709E+03,1.310017E+04,2.478482E-01,1.230441E+00,6.208449E+03,2.872290E+03,3.203603E-01,2.613892E-01,4.357074E+04,3.016697E+04,2.248424E+00,2.847465E+00,3.381388E+03,2.006556E+03,1.745198E-01,1.896237E-01,5.242931E+04,4.982529E+04,2.705275E+00,4.629072E+00,4.670707E+03,2.627416E+03,2.410342E-01,2.371421E-01,4.634645E+03,2.910314E+03,2.391733E-01,2.640421E-01,7.968377E+03,7.568455E+03,4.111921E-01,7.059300E-01,7.971202E+03,9.940071E+02,4.113379E-01,9.462681E-02,1.979961E+04,1.393266E+04,1.021866E+00,1.275417E+00,3.415506E+03,1.129914E+04,1.762807E-01,1.060897E+00
07:00:00,5.091575E+04,2.270362E+03,2.627249E+00,2.224812E-01,4.758005E+03,3.557383E+03,2.455400E-01,3.288194E-01,9.463807E+03,1.021526E+04,4.883276E-01,9.780246E-01,9.471881E+03,4.000655E+03,4.887442E-01,3.720516E-01,2.516986E+04,2.261041E+04,1.298907E+00,2.132831E+00,4.546659E+03,1.395700E+04,2.346389E-01,1.343559E+00,5.952113E+03,3.235745E+03,3.071390E-01,2.970120E-01,4.145182E+04,3.575913E+04,2.139131E+00,3.395990E+00,3.327667E+03,2.302993E+03,1.717477E-01,2.186784E-01,5.031721E+04,5.282387E+04,2.596356E+00,5.021307E+00,4.616913E+03,2.922823E+03,2.382590E-01,2.662063E-01,4.580797E+03,3.222087E+03,2.363952E-01,2.955971E-01,7.833695E+03,8.157920E+03,4.042461E-01,7.770485E-01,7.836520E+03,1.132147E+03,4.043919E-01,1.081642E-01,1.942257E+04,1.552201E+04,1.002413E+00,1.438884E+00,3.361674E+03,1.213981E+04,1.735028E-01,1.165818E+00
07:10:00,5.090877E+04,3.007128E+03,2.626948E+00,2.946795E-01,4.757840E+03,2.994460E+03,2.455324E-01,2.944566E-01,9.462695E+03,9.831708E+03,4.882826E-01,9.636199E-01,9.470768E+03,3.400612E+03,4.886992E-01,3.342365E-01,2.516585E+04,2.076981E+04,1.298730E+00,2.038686E+00,4.545881E+03,1.361994E+04,2.346029E-01,1.335583E+00,5.951338E+03,2.535356E+03,3.071045E-01,2.492834E-01,4.144443E+04,3.366087E+04,2.138800E+00,3.304851E+00,3.327510E+03,1.945499E+03,1.717401E-01,1.909671E-01,5.031017E+04,4.805387E+04,2.596051E+00,4.711049E+00,4.616748E+03,2.149812E+03,2.382514E-01,2.113779E-01,4.580636E+03,2.503665E+03,2.363878E-01,2.461321E-01,7.833229E+03,7.530633E+03,4.042263E-01,7.382363E-01,7.836054E+03,9.199450E+02,4.043720E-01,9.023911E-02,1.942128E+04,1.266596E+04,1.002353E+00,1.243866E+00,3.361521E+03,1.162549E+04,1.734955E-01,1.140084E+00
07:20:00,5.090585E+04,3.652233E+03,2.626834E+00,3.578867E-01,4.757771E+03,2.943613E+03,2.455294E-01,2.884786E-01,9.462081E+03,9.846924E+03,4.882595E-01,9.651503E-01,9.470154E+03,3.329513E+03,4.886761E-01,3.263279E-01,2.516345E+04,2.073697E+04,1.298628E+00,2.032451E+00,4.545524E+03,1.364808E+04,2.345871E-01,1.339119E+00,5.951098E+03,2.482051E+03,3.070950E-01,2.432704E-01,4.144032E+04,3.493945E+04,2.138624E+00,3.426893E+00,3.327378E+03,1.942484E+03,1.717339E-01,1.903857E-01,5.030732E+04,4.763384E+04,2.595940E+00,4.668353E+00,4.616681E+03,2.097011E+03,2.382484E-01,2.055185E-01,4.580576E+03,2.450134E+03,2.363852E-01,2.401211E-01,7.832938E+03,7.522934E+03,4.042144E-01,7.373524E-01,7.835763E+03,9.443513E+02,4.043602E-01,9.254371E-02,1.942022E+04,1.264934E+04,1.002305E+00,1.239728E+00,3.361393E+03,1.165497E+04,1.734895E-01,1.143584E+00
07:30:00,5.090211E+04,4.167935E+03,2.626669E+00,4.084293E-01,4.757669E+03,2.601546E+03,2.455247E-01,2.549589E-01,9.461452E+03,9.789475E+03,4.882338E-01,9.595522E-01,9.469525E+03,3.030039E+03,4.886504E-01,2.969781E-01,2.516077E+04,2.005352E+04,1.298508E+00,1.965543E+00,4.545020E+03,1.363676E+04,2.345635E-01,1.338278E+00,5.950689E+03,2.173681E+03,3.070763E-01,2.130500E-01,4.143555E+04,3.537189E+04,2.138409E+00,3.469822E+00,3.327236E+03,1.813649E+03,1.717270E-01,1.777669E-01,5.030360E+04,4.656661E+04,2.595777E+00,4.563824E+00,4.616579E+03,1.793521E+03,2.382437E-01,1.757781E-01,4.580481E+03,2.149520E+03,2.363808E-01,2.106633E-01,7.832648E+03,7.423455E+03,4.042021E-01,7.276342E-01,7.835473E+03,8.455098E+02,4.043478E-01,8.285987E-02,1.941916E+04,1.188341E+04,1.002256E+00,1.164715E+00,3.361258E+03,1.164239E+04,1.734830E-01,1.142609E+00
07:40:00,5.089960E+04,4.671243E+03,2.626561E+00,4.577572E-01,4.757591E+03,2.618861E+03,2.455210E-01,2.566446E-01,9.461043E+03,9.915360E+03,4.882173E-01,9.718865E-01,9.469116E+03,3.045832E+03,4.886339E-01,2.985075E-01,2.515878E+04,2.037253E+04,1.298421E+00,1.996798E+00,4.544631E+03,1.381780E+04,2.345455E-01,1.356139E+00,5.950405E+03,2.194816E+03,3.070635E-01,2.151066E-01,4.143202E+04,3.748174E+04,2.138252E+00,3.676896E+00,3.327111E+03,1.869952E+03,1.717211E-01,1.832822E-01,5.030113E+04,4.688887E+04,2.595670E+00,4.595310E+00,4.616501E+03,1.812686E+03,2.382400E-01,1.776462E-01,4.580411E+03,2.170207E+03,2.363775E-01,2.126805E-01,7.832451E+03,7.513697E+03,4.041938E-01,7.364801E-01,7.835276E+03,8.922066E+02,4.043395E-01,8.743366E-02,1.941830E+04,1.218051E+04,1.002217E+00,1.193826E+00,3.361142E+03,1.182595E+04,1.734775E-01,1.160725E+00
07:50:00,5.089781E+04,5.176841E+03,2.626483E+00,5.073097E-01,4.757526E+03,2.613910E+03,2.455180E-01,2.561550E-01,9.460767E+03,1.004377E+04,4.882058E-01,9.844669E-01,9.468840E+03,3.051431E+03,4.886224E-01,2.990466E-01,2.515725E+04,2.067377E+04,1.298352E+00,2.026329E+00,4.544309E+03,1.402544E+04,2.345305E-01,1.376594E+00,5.950186E+03,2.198255E+03,3.070536E-01,2.154379E-01,4.142932E+04,3.971495E+04,2.138131E+00,3.896194E+00,3.327000E+03,1.920584E+03,1.717157E-01,1.882469E-01,5.029940E+04,4.722951E+04,2.595595E+00,4.628610E+00,4.616436E+03,1.812964E+03,2.382369E-01,1.776703E-01,4.580355E+03,2.173386E+03,2.363749E-01,2.129884E-01,7.832314E+03,7.603374E+03,4.041880E-01,7.452698E-01,7.835139E+03,9.274091E+02,4.043337E-01,9.088340E-02,1.941761E+04,1.243503E+04,1.002185E+00,1.218782E+00,3.361040E+03,1.203518E+04,1.734727E-01,1.181347E+00
08:00:00,5.089651E+04,5.678900E+03,2.626425E+00,5.565158E-01,4.757470E+03,2.617287E+03,2.455153E-01,2.564826E-01,9.460570E+03,1.017627E+04,4.881972E-01,9.974507E-01,9.468643E+03,3.069635E+03,4.886138E-01,3.008232E-01,2.515604E+04,2.100603E+04,1.298298E+00,2.058902E+00,4.544039E+03,1.426172E+04,2.345179E-01,1.399835E+00,5.950013E+03,2.210481E+03,3.070455E-01,2.166312E-01,4.142722E+04,4.216858E+04,2.138036E+00,4.137134E+00,3.326900E+03,1.980700E+03,1.717109E-01,1.941412E-01,5.029815E+04,4.760467E+04,2.595540E+00,4.665321E+00,4.616380E+03,1.820467E+03,2.382343E-01,1.784027E-01,4.580309E+03,2.183927E+03,2.363728E-01,2.140183E-01,7.832216E+03,7.697941E+03,4.041837E-01,7.545382E-01,7.835040E+03,9.691450E+02,4.043294E-01,9.497319E-02,1.941704E+04,1.271261E+04,1.002159E+00,1.245999E+00,3.360951E+03,1.227223E+04,1.734684E-01,1.204670E+00
08:10:00,5.089553E+04,6.162865E+03,2.626380E+00,6.039490E-01,4.757422E+03,2.625893E+03,2.455130E-01,2.573234E-01,9.460423E+03,1.030816E+04,4.881905E-01,1.010377E+00,9.468495E+03,3.096021E+03,4.886071E-01,3.034040E-01,2.515508E+04,2.134965E+04,1.298254E+00,2.092588E+00,4.543811E+03,1.450665E+04,2.345071E-01,1.423906E+00,5.949872E+03,2.227608E+03,3.070389E-01,2.183061E-01,4.142556E+04,4.465355E+04,2.137961E+00,4.381171E+00,3.326810E+03,2.044126E+03,1.717065E-01,2.003601E-01,5.029722E+04,4.798309E+04,2.595498E+00,4.702377E+00,4.616332E+03,1.831986E+03,2.382320E-01,1.795295E-01,4.580271E+03,2.198687E+03,2.363710E-01,2.154624E-01,7.832144E+03,7.793679E+03,4.041805E-01,7.639206E-01,7.834968E+03,1.012687E+03,4.043262E-01,9.924004E-02,1.941657E+04,1.299309E+04,1.002137E+00,1.273498E+00,3.360872E+03,1.251659E+04,1.734646E-01,1.228691E+00
08:20:00,5.089478E+04,6.620252E+03,2.626346E+00,6.487771E-01,4.757379E+03,2.638983E+03,2.455110E-01,2.586044E-01,9.460307E+03,1.043772E+04,4.881851E-01,1.023075E+00,9.468380E+03,3.129537E+03,4.886017E-01,3.066850E-01,2.515430E+04,2.169902E+04,1.298218E+00,2.126836E+00,4.543616E+03,1.475948E+04,2.344979E-01,1.448743E+00,5.949755E+03,2.249072E+03,3.070334E-01,2.204068E-01,4.142425E+04,4.716745E+04,2.137901E+00,4.628051E+00,3.326729E+03,2.110101E+03,1.717026E-01,2.068290E-01,5.029652E+04,4.835118E+04,2.595466E+00,4.738438E+00,4.616290E+03,1.847177E+03,2.382299E-01,1.810164E-01,4.580238E+03,2.217121E+03,2.363694E-01,2.172670E-01,7.832088E+03,7.888633E+03,4.041780E-01,7.732253E-01,7.834913E+03,1.057380E+03,4.043237E-01,1.036197E-01,1.941618E+04,1.327130E+04,1.002119E+00,1.300774E+00,3.360801E+03,1.276701E+04,1.734612E-01,1.253296E+00
08:30:00,5.089419E+04,7.044316E+03,2.626318E+00,6.903390E-01,4.757342E+03,2.656048E+03,2.455091E-01,2.602753E-01,9.460214E+03,1.056338E+04,4.881807E-01,1.035390E+00,9.468287E+03,3.169606E+03,4.885972E-01,3.106092E-01,2.515366E+04,2.205021E+04,1.298188E+00,2.161261E+00,4.543450E+03,1.501952E+04,2.344900E-01,1.474284E+00,5.949657E+03,2.274377E+03,3.070286E-01,2.228846E-01,4.142321E+04,4.970778E+04,2.137853E+00,4.877531E+00,3.326657E+03,2.177994E+03,1.716991E-01,2.134859E-01,5.029598E+04,4.870193E+04,2.595441E+00,4.772810E+00,4.616253E+03,1.865715E+03,2.382281E-01,1.828316E-01,4.580210E+03,2.238838E+03,2.363681E-01,2.193938E-01,7.832045E+03,7.978303E+03,4.041760E-01,7.820114E-01,7.834870E+03,1.103677E+03,4.043217E-01,1.081566E-01,1.941585E+04,1.354528E+04,1.002104E+00,1.327633E+00,3.360739E+03,1.302263E+04,1.734582E-01,1.278408E+00
08:40:00,5.089373E+04,7.442443E+03,2.626296E+00,7.293585E-01,4.757308E+03,2.676750E+03,2.455075E-01,2.623031E-01,9.460138E+03,1.068394E+04,4.881770E-01,1.047205E+00,9.468211E+03,3.216110E+03,4.885936E-01,3.151647E-01,2.515314E+04,2.240030E+04,1.298164E+00,2.195576E+00,4.543308E+03,1.528638E+04,2.344832E-01,1.500493E+00,5.949574E+03,2.303218E+03,3.070246E-01,2.257093E-01,4.142238E+04,5.227416E+04,2.137814E+00,5.129577E+00,3.326592E+03,2.247683E+03,1.716959E-01,2.203188E-01,5.029557E+04,4.903912E+04,2.595422E+00,4.805858E+00,4.616220E+03,1.887365E+03,2.382265E-01,1.849521E-01,4.580187E+03,2.263572E+03,2.363669E-01,2.218165E-01,7.832011E+03,8.062286E+03,4.041744E-01,7.902408E-01,7.834836E+03,1.151822E+03,4.043201E-01,1.128745E-01,1.941558E+04,1.381437E+04,1.002091E+00,1.354011E+00,3.360683E+03,1.328334E+04,1.734555E-01,1.304019E+00
08:50:00,5.089336E+04,7.818981E+03,2.626279E+00,7.662608E-01,4.757278E+03,2.700816E+03,2.455060E-01,2.646607E-01,9.460074E+03,1.079850E+04,4.881738E-01,1.058433E+00,9.468147E+03,3.268204E+03,4.885904E-01,3.202685E-01,2.515271E+04,2.274734E+04,1.298143E+00,2.229592E+00,4.543185E+03,1.555990E+04,2.344773E-01,1.527356E+00,5.949503E+03,2.335433E+03,3.070211E-01,2.288651E-01,4.142171E+04,5.486702E+04,2.137783E+00,5.384232E+00,3.326534E+03,2.319048E+03,1.716931E-01,2.273158E-01,5.029525E+04,4.936454E+04,2.595407E+00,4.837753E+00,4.616191E+03,1.911987E+03,2.382251E-01,1.873641E-01,4.580166E+03,2.291230E+03,2.363659E-01,2.245260E-01,7.831984E+03,8.140317E+03,4.041731E-01,7.978869E-01,7.834808E+03,1.202065E+03,4.043188E-01,1.177980E-01,1.941535E+04,1.407837E+04,1.002080E+00,1.379889E+00,3.360634E+03,1.354902E+04,1.734531E-01,1.330117E+00
09:00:00,5.089306E+04,8.166660E+03,2.626264E+00,8.003337E-01,4.757251E+03,2.726998E+03,2.455047E-01,2.672258E-01,9.460020E+03,1.090352E+04,4.881711E-01,1.068724E+00,9.468092E+03,3.323706E+03,4.885877E-01,3.257065E-01,2.515235E+04,2.308235E+04,1.298126E+00,2.262428E+00,4.543080E+03,1.583903E+04,2.344722E-01,1.554770E+00,5.949441E+03,2.370109E+03,3.070181E-01,2.322622E-01,4.142117E+04,5.747867E+04,2.137758E+00,5.640742E+00,3.326483E+03,2.391085E+03,1.716906E-01,2.343788E-01,5.029499E+04,4.967008E+04,2.595394E+00,4.867699E+00,4.616166E+03,1.938805E+03,2.382238E-01,1.899914E-01,4.580148E+03,2.320722E+03,2.363651E-01,2.274154E-01,7.831961E+03,8.208246E+03,4.041720E-01,8.045431E-01,7.834785E+03,1.253200E+03,4.043177E-01,1.228088E-01,1.941515E+04,1.433070E+04,1.002071E+00,1.404623E+00,3.360590E+03,1.381892E+04,1.734510E-01,1.356629E+00
09:10:00,5.089282E+04,8.486369E+03,2.626252E+00,8.316642E-01,4.757227E+03,2.754371E+03,2.455034E-01,2.699078E-01,9.459972E+03,1.099766E+04,4.881687E-01,1.077951E+00,9.468045E+03,3.381175E+03,4.885853E-01,3.313377E-01,2.515205E+04,2.339776E+04,1.298111E+00,2.293343E+00,4.542988E+03,1.611432E+04,2.344677E-01,1.581806E+00,5.949388E+03,2.405996E+03,3.070154E-01,2.357783E-01,4.142074E+04,6.002514E+04,2.137737E+00,5.890863E+00,3.326438E+03,2.462162E+03,1.716884E-01,2.413475E-01,5.029479E+04,4.995529E+04,2.595385E+00,4.895651E+00,4.616144E+03,1.966813E+03,2.382227E-01,1.927354E-01,4.580133E+03,2.351136E+03,2.363643E-01,2.303952E-01,7.831942E+03,8.265814E+03,4.041710E-01,8.101838E-01,7.834766E+03,1.305061E+03,4.043168E-01,1.278908E-01,1.941499E+04,1.456775E+04,1.002063E+00,1.427858E+00,3.360551E+03,1.408424E+04,1.734491E-01,1.382689E+00
09:20:00,5.089262E+04,8.791261E+03,2.626243E+00,8.615415E-01,4.757205E+03,2.784246E+03,2.455023E-01,2.728351E-01,9.459930E+03,1.108326E+04,4.881666E-01,1.086339E+00,9.468003E+03,3.442512E+03,4.885832E-01,3.373480E-01,2.515179E+04,2.369375E+04,1.298099E+00,2.322354E+00,4.542909E+03,1.638568E+04,2.344638E-01,1.608455E+00,5.949341E+03,2.444160E+03,3.070131E-01,2.395177E-01,4.142039E+04,6.251166E+04,2.137721E+00,6.135098E+00,3.326397E+03,2.534149E+03,1.716864E-01,2.484053E-01,5.029462E+04,5.023101E+04,2.595376E+00,4.922672E+00,4.616124E+03,1.997125E+03,2.382217E-01,1.957054E-01,4.580119E+03,2.383714E+03,2.363636E-01,2.335873E-01,7.831925E+03,8.316522E+03,4.041702E-01,8.151524E-01,7.834749E+03,1.360336E+03,4.043159E-01,1.333072E-01,1.941485E+04,1.479139E+04,1.002056E+00,1.449778E+00,3.360516E+03,1.434524E+04,1.734473E-01,1.408325E+00
09:30:00,5.089245E+04,9.091156E+03,2.626234E+00,8.909279E-01,4.757185E+03,2.817302E+03,2.455013E-01,2.760742E-01,9.459892E+03,1.116164E+04,4.881647E-01,1.094021E+00,9.467965E+03,3.508813E+03,4.885813E-01,3.438449E-01,2.515157E+04,2.396999E+04,1.298088E+00,2.349428E+00,4.542839E+03,1.665295E+04,2.344604E-01,1.634703E+00,5.949299E+03,2.485209E+03,3.070109E-01,2.435399E-01,4.142010E+04,6.493982E+04,2.137707E+00,6.373604E+00,3.326361E+03,2.607948E+03,1.716846E-01,2.556407E-01,5.029448E+04,5.050273E+04,2.595369E+00,4.949297E+00,4.616106E+03,2.030326E+03,2.382208E-01,1.989585E-01,4.580107E+03,2.419134E+03,2.363630E-01,2.370579E-01,7.831910E+03,8.361936E+03,4.041695E-01,8.196025E-01,7.834735E+03,1.419533E+03,4.043152E-01,1.391081E-01,1.941473E+04,1.500101E+04,1.002051E+00,1.470323E+00,3.360484E+03,1.460190E+04,1.734458E-01,1.433532E+00
09:40:00,5.089231E+04,9.382243E+03,2.626227E+00,9.194503E-01,4.757167E+03,2.853914E+03,2.455004E-01,2.796618E-01,9.459858E+03,1.123374E+04,4.881629E-01,1.101086E+00,9.467931E+03,3.580781E+03,4.885795E-01,3.508973E-01,2.515137E+04,2.422623E+04,1.298078E+00,2.374542E+00,4.542778E+03,1.691602E+04,2.344574E-01,1.660537E+00,5.949262E+03,2.529540E+03,3.070091E-01,2.478839E-01,4.141985E+04,6.731109E+04,2.137695E+00,6.606525E+00,3.326329E+03,2.683618E+03,1.716830E-01,2.630596E-01,5.029436E+04,5.076697E+04,2.595364E+00,4.975187E+00,4.616090E+03,2.066729E+03,2.382200E-01,2.025255E-01,4.580096E+03,2.457773E+03,2.363625E-01,2.408440E-01,7.831897E+03,8.402914E+03,4.041688E-01,8.236180E-01,7.834722E+03,1.482861E+03,4.043146E-01,1.453137E-01,1.941463E+04,1.519610E+04,1.002046E+00,1.489444E+00,3.360457E+03,1.485392E+04,1.734445E-01,1.458283E+00
09:50:00,5.089218E+04,9.664250E+03,2.626221E+00,9.470828E-01,4.757150E+03,2.894377E+03,2.454995E-01,2.836268E-01,9.459826E+03,1.130037E+04,4.881613E-01,1.107616E+00,9.467899E+03,3.658979E+03,4.885779E-01,3.585602E-01,2.515120E+04,2.446240E+04,1.298070E+00,2.397689E+00,4.542725E+03,1.717480E+04,2.344548E-01,1.685949E+00,5.949228E+03,2.577526E+03,3.070073E-01,2.525861E-01,4.141965E+04,6.962694E+04,2.137685E+00,6.834009E+00,3.326301E+03,2.761205E+03,1.716816E-01,2.706664E-01,5.029426E+04,5.102350E+04,2.595359E+00,5.000322E+00,4.616076E+03,2.106577E+03,2.382193E-01,2.064301E-01,4.580086E+03,2.499933E+03,2.363620E-01,2.449753E-01,7.831885E+03,8.440232E+03,4.041682E-01,8.272750E-01,7.834710E+03,1.550468E+03,4.043140E-01,1.519387E-01,1.941454E+04,1.537645E+04,1.002041E+00,1.507119E+00,3.360432E+03,1.510114E+04,1.734432E-01,1.482563E+00
